1.0,0.06,0.096,0.09549885007118607,0.05460709528998668,0.06,0.04,0.0,0.03555789473684211,6.024204215734129e-06,0.55,0.6,0.002300944346246896,0.024688587139490518,0.044,0.05149415723943571,0.028321786481689645,0.0,0.054,1.0,2.0
1.0,0.072,0.006,0.20260650531157595,0.06510094767202307,0.072,0.0,0.01,0.03555789473684211,6.024204215734129e-06,0.55,0.6,0.002300944346246896,0.024688587139490518,0.044,0.05149415723943571,0.028321786481689645,0.0,0.054,0.5,1.0
1.0,0.138,0.084,0.06888621180593582,0.009174311926605505,0.138,0.12,0.01,0.03555789473684211,6.024204215734129e-06,0.55,0.6,0.002300944346246896,0.024688587139490518,0.044,0.05149415723943571,0.028321786481689645,0.0,0.054,0.25,0.0
1.0,0.05,0.006,0.1613185850399737,0.05719509010185427,0.05,0.0,0.02,0.03555789473684211,6.024204215734129e-06,0.55,0.6,0.002300944346246896,0.024688587139490518,0.044,0.05149415723943571,0.028321786481689645,0.0,0.054,0.5,1.0
1.0,0.058,0.01,0.07556675062972293,0.027484895154602534,0.058,0.04,0.02,0.03555789473684211,6.024204215734129e-06,0.55,0.6,0.002300944346246896,0.024688587139490518,0.044,0.05149415723943571,0.028321786481689645,0.0,0.054,0.25,3.0
1.0,0.054,0.056,0.16055196583068668,0.11611219830397912,0.054,0.0,0.02,0.03555789473684211,6.024204215734129e-06,0.55,0.6,0.002300944346246896,0.024688587139490518,0.044,0.05149415723943571,0.028321786481689645,0.0,0.054,0.5,2.0
1.0,0.138,0.158,0.06888621180593582,0.01587861679604799,0.138,0.126,0.0,0.03555789473684211,6.024204215734129e-06,0.55,0.6,0.002300944346246896,0.024688587139490518,0.044,0.05149415723943571,0.028321786481689645,0.0,0.054,0.6,2.0
1.0,0.04,0.006,0.0461066695871208,0.04776119402985075,0.04,0.04,0.02,0.03555789473684211,6.024204215734129e-06,0.55,0.6,0.002300944346246896,0.024688587139490518,0.044,0.05149415723943571,0.028321786481689645,0.0,0.054,0.5,1.0
1.0,0.056,0.078,0.1051363487022232,0.060824868437155795,0.056,0.036,0.03,0.03555789473684211,6.024204215734129e-06,0.55,0.6,0.002300944346246896,0.024688587139490518,0.044,0.05149415723943571,0.028321786481689645,0.0,0.054,0.6666666666666666,2.0
2.0,0.048,0.156,0.15671886978425145,0.14116883116883117,0.048,0.0,0.03,0.06003157894736842,7.69232515593504e-06,0.4,0.0,0.001992850561633604,0.0,0.0,0.06727117551766085,0.02690847020706434,0.012,0.19,0.3333333333333333,2.0
